1, 0.25
2, 0.25
3, 0.25
4, 0.26
5, 0.26
6, 0.27
7, 0.27
8, 0.28
9, 0.28
10, 0.28
11, 0.29
12, 0.29
13, 0.30
14, 0.30
15, 0.31
16, 0.31
17, 0.31
18, 0.32
19, 0.32
20, 0.33
21, 0.33
22, 0.33
23, 0.34
24, 0.34
25, 0.35
26, 0.35
27, 0.35
28, 0.36
29, 0.36
30, 0.37
31, 0.37
32, 0.37
33, 0.38
34, 0.38
35, 0.38
36, 0.39
37, 0.39
38, 0.40
39, 0.40
40, 0.40
41, 0.41
42, 0.41
43, 0.41
44, 0.42
45, 0.42
46, 0.42
47, 0.42
48, 0.43
49, 0.43
50, 0.43
51, 0.44
52, 0.44
53, 0.44
54, 0.44
55, 0.45
56, 0.45
57, 0.45
58, 0.45
59, 0.46
60, 0.46
61, 0.46
62, 0.46
63, 0.47
64, 0.47
65, 0.47
66, 0.47
67, 0.47
68, 0.48
69, 0.48
70, 0.48
71, 0.48
72, 0.48
73, 0.48
74, 0.48
75, 0.49
76, 0.49
77, 0.49
78, 0.49
79, 0.49
80, 0.49
81, 0.49
82, 0.49
83, 0.49
84, 0.49
85, 0.49
86, 0.49
87, 0.49
88, 0.49
89, 0.49
90, 0.49
91, 0.5
92, 0.49
93, 0.49
94, 0.49
95, 0.49
96, 0.49
97, 0.49
98, 0.49
99, 0.49
100, 0.49
101, 0.49
102, 0.49
103, 0.49
104, 0.49
105, 0.49
106, 0.49
107, 0.49
108, 0.48
109, 0.48
110, 1.00
111, 1.00
112, 1.00
113, 0.48
114, 0.48
115, 0.47
116, 0.47
117, 0.47
118, 0.47
119, 0.47
120, 0.46
121, 0.46
122, 0.46
123, 0.46
124, 0.45
125, 0.45
126, 0.45
127, 0.45
128, 0.44
129, 0.44
130, 0.44
131, 0.44
132, 0.43
133, 0.43
134, 0.43
135, 0.42
136, 0.42
137, 0.42
138, 0.42
139, 0.41
140, 0.41
141, 0.41
142, 0.40
143, 0.40
144, 0.40
145, 0.39
146, 0.39
147, 0.38
148, 0.38
149, 0.38
150, 0.37
151, 0.37
152, 0.37
153, 0.36
154, 0.36
155, 0.35
156, 0.35
157, 0.35
158, 0.34
159, 0.34
160, 0.33
161, 0.33
162, 0.33
163, 0.32
164, 0.32
165, 0.31
166, 0.31
167, 0.31
168, 0.30
169, 0.30
170, 0.29
171, 0.29
172, 0.28
173, 0.28
174, 0.28
175, 0.27
176, 0.27
177, 0.26
178, 0.26
179, 0.25
180, 0.25
181, 0.25
182, 0.24
183, 0.24
184, 0.23
185, 0.23
186, 0.22
187, 0.22
188, 0.21
189, 0.21
190, 0.21
191, 0.20
192, 0.20
193, 0.19
194, 0.19
195, 0.18
196, 0.18
197, 0.18
198, 0.17
199, 0.17
200, 0.16
201, 0.16
202, 0.16
203, 0.15
204, 0.15
205, 0.14
206, 0.14
207, 0.14
208, 0.13
209, 0.13
210, 0.12
211, 0.12
212, 0.12
213, 0.11
214, 0.11
215, 0.11
216, 0.10
217, 0.10
218, 0.09
219, 0.09
220, 0.09
221, 0.08
222, 0.08
223, 0.08
224, 0.07
225, 0.07
226, 0.07
227, 0.07
228, 0.06
229, 0.06
230, 0.06
231, 0.05
232, 0.05
233, 0.05
234, 0.05
235, 0.04
236, 0.04
237, 0.04
238, 0.04
239, 0.03
240, 0.03
241, 0.03
242, 0.03
243, 0.02
244, 0.02
245, 0.02
246, 0.02
247, 0.02
248, 0.01
249, 0.01
250, 0.01
251, 0.01
252, 0.01
253, 0.01
254, 0.01
255, 0.00
256, 0.00
257, 0.00
258, 0.00
259, 0.00
260, 0.00
261, 0.00
262, 0.00
263, 0.00
264, 0.00
265, 0.00
266, 0.00
267, 0.00
268, 0.00
269, 0.00
27.038.682
27.124.144
2723.747E
273, 0.00
274, 0.00
275, 0.00
276, 0.00
277, 0.00
278, 0.00
279, 0.00
280, 0.00
281, 0.00
282, 0.00
283, 0.00
284, 0.00
285, 0.00
286, 0.00
287, 0.00
288, 0.01
289, 0.01
290, 0.01
291, 0.01
292, 0.01
293, 0.01
294, 0.01
295, 0.02
296, 0.02
297, 0.02
298, 0.02
299, 0.02
300, 0.03
301, 0.03
302, 0.03
303, 0.03
304, 0.04
305, 0.04
306, 0.04
307, 0.04
308, 0.05
309, 0.05
310, 0.05
311, 0.05
312, 0.06
313, 0.06
314, 0.06
315, 0.07
316, 0.07
317, 0.07
318, 0.07
319, 0.08
320, 0.08
321, 0.08
322, 0.09
323, 0.09
324, 0.09
325, 0.10
326, 0.10
327, 0.11
328, 0.11
329, 0.11
330, 0.12
331, 0.12
332, 0.12
333, 0.13
334, 0.13
335, 0.14
336, 0.14
337, 0.14
338, 0.15
339, 0.15
340, 0.16
341, 0.16
342, 0.16
343, 0.17
344, 0.17
345, 0.18
346, 0.18
347, 0.18
348, 0.19
349, 0.19
350, 0.20
351, 0.20
352, 0.21
353, 0.21
354, 0.21
355, 0.22
356, 0.22
357, 0.23
358, 0.23
359, 0.24
360, 0.24
